,Winery,Average Temperature (Kelvin),Average Air Pressure (hPa),Average Humidity (%),Average Daily Precipitation (mm)
389,Rutini winery Argentina,296.04,971.94,46.01,0.0125
390,Zolo winery Argentina,296.04,971.94,46.01,0.0125
391,Cave des Vignerons de Buxy winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
392,Château de Fuissé winery France,277.3075,1019.2425,81.31,0.0925
393,Château de Santenay winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
394,Chime winery US,279.46000000000004,1019.4825000000001,73.85,0.235
395,Christophe Cordier winery France,277.3075,1019.2425,81.31,0.0925
396,Aubichon Cellars winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
397,Blue Fish winery Germany,276.885,1020.4425,71.7725,0.19
398,Bouchard Père & Fils winery France,276.885,1020.4425,71.7725,0.19
399,St. Francis winery US,281.03249999999997,1018.5,79.155,0.0775
400,Tantara winery US,285.08,1018.895,58.4075,0.01
401,Westerly winery US,284.355,1018.7850000000001,64.2,0.0275
402,Aesthete winery US,281.03249999999997,1018.5,79.155,0.0775
403,Barton winery US,282.145,1019.67,71.3375,0.0475
404,Central Coast Group Project winery US,285.08,1018.895,58.4075,0.01
405,Longboard winery US,281.03249999999997,1018.5,79.155,0.0775
406,Piro winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
407,Point & Line winery US,269.63750000000005,1018.1500000000001,79.24000000000001,0.0725
408,Balletto winery US,281.03249999999997,1018.5,79.155,0.0775
409,Bien Nacido winery US,285.08,1018.895,58.4075,0.01
410,Danie de Wet winery South Africa,292.28999999999996,973.66,60.6,0.0225
411,Mulderbosch winery South Africa,294.2625,1013.0525,70.8775,0.265
412,Provenance Vineyards winery US,281.03249999999997,1018.5,79.155,0.0775
413,Rietvallei Estate Wine winery South Africa,292.28999999999996,973.66,60.6,0.0225
414,Leo winery Germany,275.86,1017.7774999999999,87.92750000000001,0.1175
415,Washington Hills winery US,278.52750000000003,1020.1275,76.5975,0.2175
416,Guardian Peak winery South Africa,293.11,1003.365,66.9275,0.255
417,Hosmer winery US,269.9725,1015.9375,78.4025,0.10500000000000001
418,Ancient Oak Cellars winery US,281.03249999999997,1018.5,79.155,0.0775
419,Black Star Farms winery US,265.975,1016.24,76.25,0.0075
420,Markham winery US,281.03249999999997,1018.5,79.155,0.0775
421,La Merika winery US,285.2875,1020.0975,76.8125,0.28
422,Masseria del Feudo Grottarossa winery Italy,285.8925,1021.18,72.9875,0.0375
423,Napa Family Vineyards winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
424,Petroni winery US,281.03249999999997,1018.5,79.155,0.0775
425,Brotherhood winery US,273.39250000000004,1015.7974999999999,70.15,0.14750000000000002
426,Cave de Lugny winery France,277.3075,1019.2425,81.31,0.0925
427,Dashwood winery New Zealand,290.48,1011.495,78.5125,0.145
428,Ghost Waltz winery US,272.69,1017.8225,73.1,0.11500000000000002
429,Gustav Adolf Schmitt winery Germany,275.71,1014.9425,92.215,0.135
430,Cliff Lede winery US,276.885,1020.4425,71.7725,0.19
431,Consilience winery US,285.08,1018.895,58.4075,0.01
432,Cedar Creek winery US,274.85249999999996,1019.1274999999999,78.0425,0.1
433,Demetria winery US,285.08,1018.895,58.4075,0.01
434,Domaine de l'Ermitage winery France,278.405,1019.5975,90.47500000000001,0.0625
435,Domaine de Rome winery France,278.405,1019.5975,90.47500000000001,0.0625
436,Domdechant Werner winery Germany,276.745,1016.5625,85.615,0.12000000000000001
437,Dr. Fischer winery Germany,275.71,1014.9425,92.215,0.135
438,Pinord winery Spain,282.495,1021.5225,73.53999999999999,0.015
439,Summers winery US,282.1325,1020.51,72.32749999999999,0.1125
440,Viszlay Vineyards winery US,281.03249999999997,1018.5,79.155,0.0775
441,Yealands winery New Zealand,290.48,1011.495,78.5125,0.145
442,Ampelos winery US,285.08,1018.895,58.4075,0.01
443,Ascencion winery US,269.625,1016.7425,79.73249999999999,0.9175000000000001
444,Challen winery US,285.08,1018.895,58.4075,0.01
445,Crux winery US,281.03249999999997,1018.5,79.155,0.0775
446,Damiani winery US,269.9725,1015.9375,78.4025,0.10500000000000001
447,Domaine Clos Gautier winery France,281.9275,1019.2825,79.215,0.052500000000000005
448,Domaine Harmonie des Arpents winery France,279.645,1018.5,87.74000000000001,0.0825
449,Doren winery US,270.2325,1015.0600000000001,78.1,0.08249999999999999
450,14 Hands winery US,269.095,1001.7425,80.53,0.065
451,Chateau le Grand Verdus winery France,280.26,1023.8899999999999,86.18249999999999,0.17
452,Toad Hollow winery US,281.03249999999997,1018.5,79.155,0.0775
453,Saint André de Figuière winery France,281.9275,1019.2825,79.215,0.052500000000000005
454,Santa Alicia winery Chile,294.7325,1004.1975,46.83,0.0
455,Gainey winery US,285.08,1018.895,58.4075,0.01
456,Bonterra winery US,281.03249999999997,1018.5,79.155,0.0775
457,Chaddsford winery US,274.0775,1018.5825,70.28750000000001,0.15
458,Mas de la Dame winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
459,Montevina winery US,276.885,1020.4425,71.7725,0.19
460,Substance winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
461,Stevenot winery US,280.02750000000003,1020.2625,75.495,0.035
462,S.A. Prüm winery Germany,275.71,1014.9425,92.215,0.135
463,August Truth winery US,277.375,1020.0125,79.19749999999999,0.23500000000000001
464,Apriori winery US,281.03249999999997,1018.5,79.155,0.0775
465,C. von Nell-Breuning winery Germany,275.71,1014.9425,92.215,0.135
466,Matchbook winery US,280.08,1020.45,75.0025,0.0775
467,Paratus winery US,281.03249999999997,1018.5,79.155,0.0775
468,Peter Mertes winery Germany,275.71,1014.9425,92.215,0.135
469,Replica winery US,269.7875,1015.7774999999999,60.57749999999999,0.015
470,Dunham winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
471,Marita's Vineyard winery US,280.7575,1020.3425,73.895,0.10250000000000001
472,Pamplin winery US,276.21999999999997,1020.7575,76.705,0.14
473,Rocca winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
474,Ferrari-Carano winery US,281.03249999999997,1018.5,79.155,0.0775
475,Fritsch winery Austria,274.24749999999995,1016.4425,79.965,0.295
476,Z. Alexander Brown winery US,276.885,1020.4425,71.7725,0.19
477,Alex Gambal winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
478,David Duband winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
479,Louis Jadot winery France,276.885,1020.4425,71.7725,0.19
480,Freemark Abbey winery US,281.03249999999997,1018.5,79.155,0.0775
481,Grimm's Bluff winery US,285.08,1018.895,58.4075,0.01
482,Joseph Phelps winery US,281.03249999999997,1018.5,79.155,0.0775
483,Mesa Del Sol winery US,282.145,1019.67,71.3375,0.0475
484,Pine Ridge winery US,280.7575,1020.3425,73.895,0.10250000000000001
485,Sandler winery US,282.2225,1020.27,71.685,0.1225
486,Tolosa winery US,280.2,1020.225,66.68,0.0125
487,Volker Eisele Family Estate winery US,281.03249999999997,1018.5,79.155,0.0775
488,TerraNoble winery Chile,293.32,1000.435,59.6525,0.0
489,Arbor Crest winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
490,Chilensis winery Chile,279.845,1018.17,74.50999999999999,0.195
491,Domaines Barons de Rothschild (Lafite) winery Chile,296.04,971.94,46.01,0.0125
492,Fetzer winery US,281.03249999999997,1018.5,79.155,0.0775
493,Barker's Marque winery New Zealand,269.625,1016.7425,79.73249999999999,0.9175000000000001
494,Beringer winery US,281.03249999999997,1018.5,79.155,0.0775
495,Carneros Creek winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
496,Konrad winery New Zealand,290.48,1011.495,78.5125,0.145
497,Mana winery New Zealand,292.8725,1014.5074999999999,79.2175,0.1125
498,Michel Torino winery Argentina,298.2375,996.875,71.0475,0.0625
499,Santa Julia winery Argentina,296.04,971.94,46.01,0.0125
500,Sequana winery US,281.03249999999997,1018.5,79.155,0.0775
501,Small Vines winery US,281.03249999999997,1018.5,79.155,0.0775
502,Tasca d'Almerita winery Italy,285.8925,1021.18,72.9875,0.0375
503,Bründlmayer winery Austria,274.24749999999995,1016.4425,79.965,0.295
504,Happy Canyon Vineyard winery US,285.08,1018.895,58.4075,0.01
505,Planeta winery Italy,282.97749999999996,1018.5675000000001,74.9925,0.1175
506,Charles Krug winery US,281.03249999999997,1018.5,79.155,0.0775
507,Steven Kent winery US,281.6275,1018.985,73.14750000000001,0.0775
508,Hauner winery Italy,285.655,1018.6274999999999,74.66499999999999,0.07250000000000001
509,J. Portugal Ramos winery Portugal,280.74,1016.465,82.07,0.07750000000000001
510,Jean León winery Spain,276.885,1020.4425,71.7725,0.19
511,Cellars 33 winery US,282.2225,1020.27,71.685,0.1225
512,Château Lalande Méric winery France,280.26,1023.8899999999999,86.18249999999999,0.17
513,Château Lauduc winery France,280.26,1023.8899999999999,86.18249999999999,0.17
514,DFJ Vinhos winery Portugal,284.0575,1025.8899999999999,87.975,0.1125
515,Jidvei winery Romania,269.8075,1006.915,82.41749999999999,0.0175
516,Rubus winery Chile,273.21000000000004,1016.9949999999999,77.8,0.16249999999999998
517,Bowman Cellars winery US,281.03249999999997,1018.5,79.155,0.0775
518,Quilceda Creek winery US,276.36,1019.435,81.0675,0.1475
519,JCB winery US,281.03249999999997,1018.5,79.155,0.0775
520,Groth winery US,281.03249999999997,1018.5,79.155,0.0775
521,Doyenne winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
522,Hanzell winery US,281.03249999999997,1018.5,79.155,0.0775
523,Billsboro winery US,271.15500000000003,1015.9375,78.5625,0.095
524,C'est Bon winery US,280.2075,1019.7475,75.9525,0.245
525,Château Frank winery US,271.15500000000003,1015.9375,78.5625,0.095
526,Château Larrivet Haut-Brion winery France,280.26,1023.8899999999999,86.18249999999999,0.17
527,Dark Horse winery US,269.25,1013.7375000000001,81.1025,0.055
528,Domaine Anderson winery US,281.03249999999997,1018.5,79.155,0.0775
529,Dowsett Family winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
530,Mills Reef winery New Zealand,291.85249999999996,1012.8599999999999,83.14500000000001,0.1575
531,Paumanok winery US,272.74749999999995,1016.8375,70.14250000000001,0.14
532,Browne Family Vineyards winery US,276.4775,1019.8925,81.3675,0.16999999999999998
533,Château de Rochemorin winery France,280.26,1023.8899999999999,86.18249999999999,0.17
534,Gabriel Meffre winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
535,Alta Vista winery Argentina,296.04,971.94,46.01,0.0125
536,Paul Buisse winery France,279.05,1020.2575,89.96000000000001,0.09750000000000002
537,Saget la Perrière winery France,278.405,1019.5975,90.47500000000001,0.0625
538,Gruet winery US,271.64,1018.61,60.245,0.01
539,Jean-Max Roger winery France,278.405,1019.5975,90.47500000000001,0.0625
540,Vinadeis winery France,282.0174999999999,1014.2975,63.565,0.0075
541,Gnarly Head winery US,276.885,1020.4425,71.7725,0.19
542,Jacob's Creek winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
543,Ca' Momi winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
544,Domaine de Reuilly winery France,278.405,1019.5975,90.47500000000001,0.0625
545,Grayson winery US,278.235,1021.165,70.06,0.1775
546,Leaping Lizard winery US,280.2075,1019.7475,75.9525,0.245
547,Adega Mãe winery Portugal,283.095,1024.2224999999999,85.89750000000001,0.1125
548,Aniello winery Argentina,295.84000000000003,1005.2975,39.385,0.0125
549,Delfino winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
550,First & Local winery US,276.885,1020.4425,71.7725,0.19
551,California Republic winery US,274.115,1020.8325,77.925,0.11000000000000001
552,Cliff Creek winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
553,Quady North winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
554,Tardieu-Laurent winery France,280.17249999999996,1016.2225,76.175,0.027500000000000004
555,Chanin winery US,285.08,1018.895,58.4075,0.01
556,Melrose winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
557,Pieve Vecchia winery Italy,276.8175,1010.5775000000001,80.47,0.16999999999999998
558,Ugly Duckling winery US,297.0025,1011.905,49.605000000000004,0.022500000000000003
559,Petra winery Italy,280.01,1018.8175,86.6625,0.125
560,Recanati winery Israel,287.09999999999997,1017.0775,74.065,0.08
561,Terralsole winery Italy,278.1275,1015.0025,83.47749999999999,0.12250000000000001
562,Prejean winery US,271.15500000000003,1015.9375,78.5625,0.095
563,Kadesh Barnea winery Israel,286.5825,1020.4624999999999,72.7375,0.052500000000000005
564,Tyrrell's winery Australia,296.47,1012.5475,75.70249999999999,0.0975
565,Vasse River winery Australia,297.0025,1011.905,49.605000000000004,0.022500000000000003
566,Ventosa winery US,271.15500000000003,1015.9375,78.5625,0.095
567,Presqu'ile winery US,285.08,1018.895,58.4075,0.01
568,Sante Arcangeli winery US,281.63,1019.21,73.97,0.0875
569,Sixto winery US,269.44,1018.5799999999999,78.08000000000001,0.1275
570,Two Vintners winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
571,Le P'tit Paysan winery US,283.075,1020.87,72.2175,0.1925
572,Analemma winery US,276.0775,1020.8975,74.8725,0.135
573,Darcie Kent Vineyards winery US,281.6275,1018.985,73.14750000000001,0.0775
574,Domaine Beausejour winery France,279.05,1020.2575,89.96000000000001,0.09750000000000002
575,Les Rocailles winery France,276.3525,1014.8050000000001,83.92500000000001,0.1125
576,Silver Thread winery US,269.9725,1015.9375,78.4025,0.10500000000000001
577,Cave B winery US,269.095,1001.7425,80.53,0.065
578,Château Los Boldos winery Chile,292.0625,963.1875,54.1,0.0425
579,Domaine de la Sanglière winery France,281.9275,1019.2825,79.215,0.052500000000000005
580,Château Donjon de Bruignac winery France,280.26,1023.8899999999999,86.18249999999999,0.17
581,Koenig Vineyards winery US,268.67499999999995,1022.525,81.3175,0.02
582,Krutz winery US,281.03249999999997,1018.5,79.155,0.0775
583,Amavi winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
584,Bouchaine winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
585,Bucher winery US,281.03249999999997,1018.5,79.155,0.0775
586,Jean-Marc Burgaud winery France,277.3075,1019.2425,81.31,0.0925
587,Jewelry Box winery US,276.885,1020.4425,71.7725,0.19
588,Magnolia Court winery US,276.885,1020.4425,71.7725,0.19
589,Red Rock winery US,276.885,1020.4425,71.7725,0.19
590,Real Companhia Velha winery Portugal,282.34250000000003,1022.6125000000001,86.90499999999999,0.2125
591,Decoy winery US,269.9725,1015.9375,78.4025,0.10500000000000001
592,Domaine du Vissoux winery France,277.295,1019.12,81.27250000000001,0.095
593,Cairdean Estate winery US,281.03249999999997,1018.5,79.155,0.0775
594,Cardwell Hill winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
595,Viluko winery US,281.03249999999997,1018.5,79.155,0.0775
596,Bota Box winery US,280.23,1020.2149999999999,75.69,0.055
597,Good Harbor winery US,265.975,1016.24,76.25,0.0075
598,Long Meadow Ranch winery US,281.03249999999997,1018.5,79.155,0.0775
599,Mario Bazán winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
600,Medlock Ames winery US,281.03249999999997,1018.5,79.155,0.0775
601,Cascada Peak winery Argentina,277.855,1019.3675000000001,72.9025,0.355
602,Heritage winery US,274.0775,1018.5825,70.28750000000001,0.15
603,EdenVale winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
604,Hendry winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
605,White Oak winery US,281.03249999999997,1018.5,79.155,0.0775
606,Hundred Acre winery US,276.885,1020.4425,71.7725,0.19
607,Nefarious winery US,269.095,1001.7425,80.53,0.065
608,Castellare di Castellina winery Italy,278.38250000000005,1014.4424999999999,83.13,0.45749999999999996
609,Terre del Marchesato winery Italy,280.01,1018.8175,86.6625,0.125
610,Campo al Noce winery Italy,280.01,1018.8175,86.6625,0.125
611,Patz & Hall winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
612,Lake Breeze winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
613,Longview winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
614,Craneford winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
615,Ponzi winery US,276.21999999999997,1020.7575,76.705,0.14
616,Razor's Edge winery Australia,279.845,1018.17,74.50999999999999,0.195
617,Shingleback winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
618,Steininger winery Austria,274.24749999999995,1016.4425,79.965,0.295
619,AntoLin Cellars winery US,269.095,1001.7425,80.53,0.065
620,Calicaro winery US,280.4425,1019.805,73.02250000000001,0.26
621,Errazuriz winery Chile,289.5225,1011.4300000000001,74.805,0.0
622,Robert Oatley winery Australia,296.20500000000004,1012.025,74.4475,0.1625
623,Anakena winery Chile,292.0625,963.1875,54.1,0.0425
624,Cade winery US,281.03249999999997,1018.5,79.155,0.0775
625,Casa Rivas winery Chile,292.86749999999995,996.51,48.405,0.0
626,Waterbrook winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
627,Hawks View winery US,276.21999999999997,1020.7575,76.705,0.14
628,Laetitia winery US,280.2,1020.225,66.68,0.0125
629,Mancura winery Chile,292.86749999999995,996.51,48.405,0.0
630,Pezat winery France,277.375,1020.0125,79.19749999999999,0.23500000000000001
631,Purlieu winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
632,Valle Secreto winery Chile,292.0625,963.1875,54.1,0.0425
633,Binyamina winery Israel,287.09999999999997,1017.0775,74.065,0.08
634,Wild Horse winery US,276.885,1020.4425,71.7725,0.19
635,Stephanie winery US,271.33000000000004,1016.3325,80.11999999999999,0.1175
636,The Gardener winery US,276.885,1020.4425,71.7725,0.19
637,Laroche winery Chile,276.885,1020.4425,71.7725,0.19
638,Youngberg Hill Vineyards winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
